start	end	length	classification	base_kind	non_padding_bytes	inbound_call_refs	raw_pointer_refs	create_apply	rejection_reason
00526ED6	00526ED7	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00526ED8	0052713D	614	defined_data	defined_data	519	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
005274B1	005274B3	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
005274B4	005275FB	328	defined_data	defined_data	242	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00527C00	00527E67	616	defined_data	defined_data	461	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
005285A9	005285AB	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
005285AC	00528823	632	defined_data	defined_data	473	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00528F61	00528F63	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00528F64	005291CB	616	defined_data	defined_data	461	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00529438	00529457	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
005294C0	005294D3	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00529548	0052956C	37	defined_data	defined_data	32	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
005299D4	00529B74	417	defined_data	defined_data	328	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00529B75	00529B77	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00529B78	00529BD0	89	defined_data	defined_data	83	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00529EA9	00529EAB	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00529EAC	00529F17	108	defined_data	defined_data	81	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00529FB2	00529FB3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00529FB4	00529FC3	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A009	0052A00B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A00C	0052A01B	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A059	0052A05B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A05C	0052A06B	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A0A2	0052A0A3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A0A4	0052A0B3	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A104	0052A113	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A165	0052A167	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A168	0052A177	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A1B5	0052A1B7	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A1B8	0052A1C7	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A209	0052A20B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A20C	0052A21B	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A25C	0052A26B	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A2B0	0052A2BF	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A2F5	0052A2F7	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A2F8	0052A307	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A356	0052A357	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A358	0052A367	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A3B5	0052A3B7	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A3B8	0052A3C7	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A405	0052A407	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A408	0052A417	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A494	0052A4A3	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A50D	0052A50F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A510	0052A51F	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A58D	0052A58F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A590	0052A59F	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A60D	0052A60F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A610	0052A61F	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A68D	0052A68F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A690	0052A69F	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A83C	0052A85F	36	defined_data	defined_data	27	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052A912	0052A913	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052A914	0052A933	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052B840	0052B85F	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052C990	0052CA08	121	defined_data	defined_data	114	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052E235	0052E237	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052E238	0052E24F	24	defined_data	defined_data	18	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052F66A	0052F66B	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052F66C	0052F695	42	defined_data	defined_data	34	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052F696	0052F697	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052F698	0052F6B1	26	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052F6B2	0052F6B3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0052F6B4	0052F6CD	26	defined_data	defined_data	22	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0052FA70	0052FA83	20	defined_data	defined_data	14	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00530AA9	00530B00	88	orphan_code	orphan_instruction	76	0	0	0	isolated instruction lacks agreeing inbound control-flow and function-boundary evidence
00531C59	00531C5B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00531C5C	00531CAD	82	defined_data	defined_data	57	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00531CAE	00531CAF	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00531CB0	00531D1F	112	defined_data	defined_data	84	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0053293C	0053295A	31	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0053295C	0053297A	31	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0053701C	005370D1	182	defined_data	defined_data	162	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
005370D2	005370D3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
005370D4	0053722A	343	defined_data	defined_data	254	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0053722C	00537288	93	defined_data	defined_data	71	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00537289	0053728B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0053728C	0053734F	196	defined_data	defined_data	147	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00539688	00539697	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0053BC4A	0053BC4B	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0053BC4C	0053BCAB	96	defined_data	defined_data	74	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0053CD2A	0053CD2B	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0053CD2C	0053CD4C	33	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
005432F9	005432FB	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
005432FC	0054330F	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00547CA0	00547D6C	205	defined_data	defined_data	161	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00547D6D	00547D6F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00547D70	00547E53	228	defined_data	defined_data	166	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00548BE6	00548BE7	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00548BE8	00548C19	50	defined_data	defined_data	43	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054A22C	0054A30B	224	defined_data	defined_data	182	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054C45E	0054C45F	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0054C460	0054C53C	221	defined_data	defined_data	183	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054C53D	0054C53F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0054C540	0054C593	84	defined_data	defined_data	63	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054CAD4	0054CAF2	31	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054CCF8	0054CCF9	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0054E1A2	0054E1A3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0054E1A4	0054E1DC	57	defined_data	defined_data	51	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054E1DD	0054E1DF	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0054E1E0	0054E1FE	31	defined_data	defined_data	23	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054F0D1	0054F0D3	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0054F0D4	0054F12D	90	defined_data	defined_data	74	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054FD4C	0054FDA1	86	defined_data	defined_data	76	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0054FDA2	0054FDA3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0054FDA4	0054FDF8	85	defined_data	defined_data	76	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0055334C	0055336F	36	defined_data	defined_data	27	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00553704	0055371F	28	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0055544C	0055545B	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0055802A	0055802B	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0055802C	00558047	28	defined_data	defined_data	20	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00558D4A	00558D4B	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00558D4C	00558D5B	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00559903	0055990B	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00559C93	00559C9B	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0055A029	0055A031	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0055A3D9	0055A3E1	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0055A789	0055A791	9	unknown_nonpadding	raw	8	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0055BC90	0055BC99	10	orphan_code	orphan_instruction	4	1	1	0	aligned non-executable pointer selects plausible code without a thunk
0055BDA0	0055BDB4	21	orphan_code	orphan_instruction	15	0	0	0	isolated instruction lacks agreeing inbound control-flow and function-boundary evidence
0055D004	0055D13A	311	defined_data	defined_data	295	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0055EFFD	0055F023	39	seh_funclet_cluster	raw	30	2	2	0	MSVC exception-filter shape; preserve as review-only funclet
0055F316	0055F33F	42	seh_funclet_cluster	raw	34	2	2	0	MSVC exception-filter shape; preserve as review-only funclet
00560884	005608AD	42	seh_funclet_cluster	raw	34	2	2	0	MSVC exception-filter shape; preserve as review-only funclet
00560B37	00560B63	45	seh_funclet_cluster	raw	34	2	2	0	MSVC exception-filter shape; preserve as review-only funclet
005643D5	005643FE	42	seh_funclet_cluster	raw	34	2	2	0	MSVC exception-filter shape; preserve as review-only funclet
0056469B	005646C7	45	seh_funclet_cluster	raw	34	2	2	0	MSVC exception-filter shape; preserve as review-only funclet
00564788	005647AF	40	defined_data	defined_data	33	1	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00566A4D	00566A4F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00566A50	00566A5F	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00566B7A	00566B7B	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00566B7C	00566B8B	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00566DDC	00566DEB	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00567A8A	00567A8B	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00567A8C	00567A9B	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0056820D	0056820F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00568210	0056822F	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00568B09	00568B0B	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00568B0C	00568B3B	48	defined_data	defined_data	34	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00569D14	00569D43	48	defined_data	defined_data	36	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0056C120	0056C19D	126	defined_data	defined_data	108	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0056C19E	0056C19F	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0056C1A0	0056C1D2	51	defined_data	defined_data	46	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0056C1D4	0056C21A	71	defined_data	defined_data	64	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0056C21C	0056C22F	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0056D07E	0056D07F	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0056D080	0056D0AB	44	defined_data	defined_data	36	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0056F1B6	0056F1B7	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0056F1B8	0056F1D7	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00570CE2	00570CE3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00570CE4	00570D13	48	defined_data	defined_data	35	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
005716B4	0057170D	90	defined_data	defined_data	74	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00571DA0	00571DA5	6	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00573210	00573222	19	probable_code	raw	15	1	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00574A97	00574AD3	61	seh_funclet_cluster	raw	47	1	2	0	MSVC exception-filter shape; preserve as review-only funclet
00574E2D	00574E67	59	seh_funclet_cluster	raw	46	1	2	0	MSVC exception-filter shape; preserve as review-only funclet
00575B3D	00575B7E	66	data_referenced_code	raw	53	2	2	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00577F60	00577F83	36	defined_data	defined_data	27	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00578F11	00578F13	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00578F14	00578F2B	24	defined_data	defined_data	18	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00579EB2	00579EB3	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00579EB4	00579ED3	32	defined_data	defined_data	23	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0057A200	0057A241	66	defined_data	defined_data	54	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0057AD90	0057ADF5	102	seh_funclet_cluster	raw	80	4	4	0	MSVC exception-filter shape; preserve as review-only funclet
0057B3A7	0057B3AF	9	unknown_nonpadding	raw	9	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0057BE70	0057BE83	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0057C885	0057C887	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0057C888	0057C8C6	63	defined_data	defined_data	52	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0057CC21	0057CC23	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0057CC24	0057CC33	16	defined_data	defined_data	8	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0057CD20	0057CD33	20	defined_data	defined_data	10	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0057CE90	0057CE94	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0057CED9	0057CEDF	7	unknown_nonpadding	raw	7	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0057CF58	0057CF5E	7	unknown_nonpadding	raw	7	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0057D2AC	0057D2BF	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0057DD3E	0057DD3F	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0057DD40	0057DD73	52	defined_data	defined_data	39	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0057E012	0057E013	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0057FEC8	0057FEDB	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0058081C	0058082F	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00580996	00580997	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00580998	005809AB	20	defined_data	defined_data	15	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
00581BA0	00581BAE	15	unknown_nonpadding	raw	11	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058201E	00582031	20	unknown_nonpadding	raw	18	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058299B	005829A1	7	unknown_nonpadding	raw	7	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
00582FCC	00582FDB	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
005884EC	00588523	56	defined_data	defined_data	42	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0058A62D	0058A62F	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058A630	0058A63F	16	defined_data	defined_data	12	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0058B7B5	0058B7B7	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058B7B8	0058B7D7	32	defined_data	defined_data	24	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0058C3B0	0058C3CB	28	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0058C5BB	0058C5C0	6	unknown_nonpadding	raw	5	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058E15E	0058E15F	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058E160	0058E18A	43	defined_data	defined_data	36	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0058E73C	0058E740	5	unknown_nonpadding	raw	3	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058E783	0058E789	7	unknown_nonpadding	raw	7	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058EC86	0058EC8C	7	unknown_nonpadding	raw	7	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058ECB1	0058ECB3	3	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058ECB4	0058ECCF	28	defined_data	defined_data	21	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0058F392	0058F393	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
0058F394	0058F3AB	24	defined_data	defined_data	18	0	0	0	executable-range bytes remain data/padding/overlap or lack sufficient independent function-entry evidence
0058FD72	0058FD73	2	unknown_nonpadding	raw	2	0	0	0	non-padding bytes lack a complete referenced entry, prologue/epilogue, SEH, or closed stub proof
