function_address	function	family	storage_local_parameter	conflicting_value_domains	machine_definitions	consumers	selected_fix	reason	status	pcode_anchor_verified	call_boundary_verified
004E4F30	FUN_004e4f30	local_lifetime	local_EAX_85/mg0	scalar(/int) -> scalar(/byte)	004E4F85:t86 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004E4F30	FUN_004e4f30	local_lifetime	local_EAX_85/mg0	scalar(/int) -> scalar(/byte)	004E4F8A:t661 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004E4F30	FUN_004e4f30	local_lifetime	uVar2/mg0	scalar(/int) -> scalar(/byte)	004E5063:t270 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004E4F30	FUN_004e4f30	local_lifetime	uVar2/mg0	scalar(/int) -> scalar(/byte)	004E5068:t667 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004E6310	STAllPlayersC::sub_004E6310	local_lifetime	pDVar7/mg0	pointer(pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr) -> darray_pointer(pointer:/SubmarineTitans/Recovered/DArrayTy)	004E64D1:t623 call_argument operand=0 target=006ACC70	ANALYSIS; direct=006ACC70	retain neutral or current storage; require an exact per-use view	separate decompiler merge group; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	review	1	1
004E6310	STAllPlayersC::sub_004E6310	local_lifetime	pDVar7/mg1	pointer(pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr) -> darray_pointer(pointer:/SubmarineTitans/Recovered/DArrayTy)	004E655D:t851 call_argument operand=0 target=006ACC70	ANALYSIS; direct=006ACC70	retain neutral or current storage; require an exact per-use view	separate decompiler merge group; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	review	1	1
004E91E0	FUN_004e91e0	local_lifetime	uVar6/mg0	scalar(/int) -> scalar(/byte)	004E9292:t1029 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004E91E0	FUN_004e91e0	local_lifetime	uVar6/mg0	scalar(/int) -> scalar(/byte)	004E9299:t1671 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004E96C0	FUN_004e96c0	local_lifetime	uVar2/mg0	scalar(/int) -> scalar(/byte)	004E9780:t640 call_return operand=-1 target=004049B7	ANALYSIS; direct=004049B7; resolved=004406C0	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004E96C0	FUN_004e96c0	local_lifetime	uVar2/mg0	scalar(/int) -> scalar(/byte)	004E9788:t1042 unsigned_scalar_role operand=0 target=	ANALYSIS	persistent High lifetime already carries the proposed domain	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]	resolved	1	1
004E9B10	FUN_004e9b10	return_abi	EAX/x87 return	scalar(/undefined4) -> scalar(/bool)	all reachable callee return paths	all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [1, 0, 0, 1]	retain current machine-width return pending strict ABI proof	all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [1, 0, 0, 1]	review	1	1
004E9CE0	TLOBaseTy::teleNone	local_lifetime	uVar3/mg1	scalar(/uint) -> unknown	004E9FDA:t319 call_return operand=-1 target=004052CC	ANALYSIS; direct=004052CC; resolved=004AD650	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, /uint]	review	1	1
004E9CE0	TLOBaseTy::teleNone	local_lifetime	uVar3/mg2	scalar(/uint) -> unknown	004E9FF6:t348 call_return operand=-1 target=004052CC	ANALYSIS; direct=004052CC; resolved=004AD650	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, /uint]	review	1	1
004E9CE0	TLOBaseTy::teleNone	local_lifetime	uVar3/mg3	scalar(/uint) -> unknown	004EA012:t377 call_return operand=-1 target=004052CC	ANALYSIS; direct=004052CC; resolved=004AD650	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, /uint]	review	1	1
004E9CE0	TLOBaseTy::teleNone	local_lifetime	uVar3/mg5	scalar(/uint) -> unknown	004EA175:t739 call_return operand=-1 target=004052CC	ANALYSIS; direct=004052CC; resolved=004AD650	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, /uint]	review	1	1
004E9CE0	TLOBaseTy::teleNone	local_lifetime	uVar3/mg6	scalar(/uint) -> unknown	004EA192:t768 call_return operand=-1 target=004052CC	ANALYSIS; direct=004052CC; resolved=004AD650	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, /uint]	review	1	1
004E9CE0	TLOBaseTy::teleNone	local_lifetime	uVar3/mg7	scalar(/uint) -> unknown	004EA1AF:t797 call_return operand=-1 target=004052CC	ANALYSIS; direct=004052CC; resolved=004AD650	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, /uint]	review	1	1
004EA6C0	FUN_004ea6c0	local_lifetime	param_1/mg0	scalar(/int) -> pointer(pointer:/TLOBaseTy)	004EA6C0:t2 call_argument operand=0 target=00404E9E	ANALYSIS; direct=00404E9E; resolved=004EA620	unattachable High lifetime is represented by the exact address-stable per-use boundary 004EA6C0:t2|00404E9E|0	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004EA6C0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004EA6C0:t2; target=00404E9E; operand=0; locals=param_1; transition=/int -> pointer:/TLOBaseTy	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004ED630	BehPanelTy::InitBehPanel	local_lifetime	local_18/mg0	pointer(pointer:/BehPanelTy) -> unknown	004ED649:t6396 typed_copy operand=0 target=	DEFAULT	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/BehPanelTy, pointer:/SpecPanelTy]	review	1	1
004EE350	BehPanelTy::PaintBBut	local_lifetime	errorCode/mg0	pointer(pointer:/int) -> scalar(/int)	004EE46F:t324 call_argument operand=0 target=006A5E40	USER_DEFINED; direct=006A5E40	unattachable High lifetime is represented by the exact address-stable per-use boundary 004EE46F:t324|006A5E40|0	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004EE350		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004EE46F:t324; target=006A5E40; operand=0; locals=errorCode; transition=pointer:/int -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004EE4D0	BehPanelTy::GetMessage	local_lifetime	local_8/mg0	pointer(pointer:/BehPanelTy) -> unknown	004EE4F3:t2174 typed_copy operand=0 target=	DEFAULT	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/BehPanelTy, pointer:/SpecPanelTy]	review	1	1
004EF6D0	BldBoatPanelTy::GetMessage	local_lifetime	local_8/mg0	pointer(pointer:/BldBoatPanelTy) -> unknown	004EF6F2:t1919 typed_copy operand=0 target=	DEFAULT	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/BldBoatPanelTy, pointer:/ProdPanelTy]	review	1	1
004EFB60	BldLabPanelTy::InitBldLabPanel	local_lifetime	local_8/mg0	pointer(pointer:/BldLabPanelTy) -> unknown	004EFB81:t1011 typed_copy operand=0 target=	DEFAULT	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/BldLabPanelTy, pointer:/ProdPanelTy]	review	1	1
004F0210	BldLabPanelTy::GetMessage	local_lifetime	local_8/mg0	pointer(pointer:/BldLabPanelTy) -> unknown	004F0232:t1317 typed_copy operand=0 target=	DEFAULT	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/BldLabPanelTy, pointer:/ProdPanelTy]	review	1	1
004F1080	BldObjPanelTy::GetMessage	local_lifetime	local_8/mg0	pointer(pointer:/BldObjPanelTy) -> unknown	004F10A2:t1492 typed_copy operand=0 target=	DEFAULT	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/BldObjPanelTy, pointer:/ProdPanelTy]	review	1	1
004F3540	CPanelTy::PaintBut	local_lifetime	errorCode/mg0	pointer(pointer:/int) -> scalar(/int)	004F3707:t421 call_argument operand=0 target=006A5E40	USER_DEFINED; direct=006A5E40	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F3707:t421|006A5E40|0	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004F3540		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F3707:t421; target=006A5E40; operand=0; locals=errorCode; transition=pointer:/int -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F37C0	CPanelTy::PaintBBut	local_lifetime	errorCode/mg0	pointer(pointer:/int) -> scalar(/int)	004F397E:t408 call_argument operand=0 target=006A5E40	USER_DEFINED; direct=006A5E40	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F397E:t408|006A5E40|0	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004F37C0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F397E:t408; target=006A5E40; operand=0; locals=errorCode; transition=pointer:/int -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F3CF0	CPanelTy::PaintTxtBut	local_lifetime	errorCode/mg0	pointer(pointer:/int) -> scalar(/int)	004F3F0B:t543 call_argument operand=0 target=006A5E40	USER_DEFINED; direct=006A5E40	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F3F0B:t543|006A5E40|0	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004F3CF0	CPanelTy::PaintTxtBut	local_lifetime	resourceString/mg0	pointer(pointer:/ccFntTy) -> unknown	004F3E65:t387 call_return operand=-1 target=006B0140	USE_SITE_OVERRIDE; direct=006B0140	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/ccFntTy, pointer:/char]	review	1	1
004F3CF0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F3F0B:t543; target=006A5E40; operand=0; locals=errorCode; transition=pointer:/int -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F4640	FUN_004f4640	local_lifetime	param_1/mg0	pointer(pointer:/ushort) -> scalar(/int)	004F4896:t597 call_argument operand=4 target=0070D1F0	DEFAULT; direct=0070D1F0	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F4896:t597|0070D1F0|4	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004F4640		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F4896:t597; target=0070D1F0; operand=4; locals=param_1; transition=pointer:/ushort -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F4950	FUN_004f4950	local_lifetime	param_1/mg0	pointer(pointer:/ushort) -> scalar(/int)	004F4BB4:t597 call_argument operand=4 target=0070D1F0	DEFAULT; direct=0070D1F0	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F4BB4:t597|0070D1F0|4	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004F4950		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F4BB4:t597; target=0070D1F0; operand=4; locals=param_1; transition=pointer:/ushort -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F5690	CPanelTy::InitCPanel	local_lifetime	local_1c/mg0	pointer(pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_007111C0_C04D120D) -> pointer(pointer:/char)	004F60A0:t2767 call_argument operand=1 target=007119C0	ANALYSIS; direct=007119C0	retain neutral or current storage; require an exact per-use view	single receiver-alias lifetime; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; weaker generic evidence cannot replace the current nominal type; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	review	1	1
004F5690	CPanelTy::InitCPanel	local_lifetime	local_8/mg0	pointer(pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_004F1D20_D68BC0B9) -> scalar(/WinDef.h/UINT)	004F5FE3:t2545 call_argument operand=0 target=006B0140	ANALYSIS; direct=006B0140	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F5FE3:t2545|006B0140|0	single receiver-alias lifetime; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004F5690	CPanelTy::InitCPanel	local_lifetime	local_EAX_643/mg0	pointer(pointer:/ushort) -> unknown	004F5913:t734 call_return operand=-1 target=0070A9F0	ANALYSIS; direct=0070A9F0	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, pointer:/ushort]	review	1	1
004F5690	CPanelTy::InitCPanel	local_lifetime	local_EAX_643/mg0	pointer(pointer:/ushort) -> scalar(/int)	004F592D:t770 call_argument operand=1 target=00710A90	DEFAULT; direct=00710A90	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F592D:t770|00710A90|1	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004F5690	CPanelTy::InitCPanel	local_lifetime	local_c/mg0	pointer(pointer:/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052BDA0_007E_1B3446E2) -> scalar(/int)	004F608B:t2746 call_argument operand=1 target=00710A90	DEFAULT; direct=00710A90	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F608B:t2746|00710A90|1	single receiver-alias lifetime; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004F5690	CPanelTy::InitCPanel	local_lifetime	pcVar11/mg0	pointer(pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_007111C0_C04D120D) -> unknown	004F5FE3:t2545 call_return operand=-1 target=006B0140	USE_SITE_OVERRIDE; direct=006B0140	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_007111C0_C04D120D, pointer:/char]	review	1	1
004F5690		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F592D:t770,004F608B:t2746; target=00710A90; operand=1; locals=local_EAX_643,local_c; transition=pointer:/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052BDA0_007E_1B3446E2,pointer:/ushort -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F5690		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F592D:t770,004F608B:t2746; target=00710A90; operand=1; locals=local_EAX_643,local_c; transition=pointer:/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052BDA0_007E_1B3446E2,pointer:/ushort -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F5690		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F5FE3:t2545; target=006B0140; operand=0; locals=local_8; transition=pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_004F1D20_D68BC0B9 -> /WinDef.h/UINT	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F80A0	CPanelTy::PaintTV	local_lifetime	puVar2/mg0	pointer(pointer:/ushort) -> scalar(/uint)	004F8433:t1590 call_argument operand=1 target=006B3640	DEFAULT; direct=006B3640	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F8433:t1590|006B3640|1	separate decompiler merge group; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004F80A0	CPanelTy::PaintTV	local_lifetime	puVar2/mg1	pointer(pointer:/ushort) -> scalar(/uint)	004F8634:t475 call_argument operand=1 target=006B3640	DEFAULT; direct=006B3640	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F8634:t475|006B3640|1	separate decompiler merge group; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004F80A0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F8433:t1590,004F8634:t475; target=006B3640; operand=1; locals=puVar2; transition=pointer:/ushort -> /uint	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F80A0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F8433:t1590,004F8634:t475; target=006B3640; operand=1; locals=puVar2; transition=pointer:/ushort -> /uint	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F8C80	CPanelTy::PaintSMap	local_lifetime	puVar5/mg0	pointer(pointer:/ushort) -> scalar(/uint)	004F8FC6:t730 call_argument operand=1 target=006B3640	DEFAULT; direct=006B3640	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F8FC6:t730|006B3640|1	pointer-shaped local has only scalar consumers; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004F8C80		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F8FC6:t730; target=006B3640; operand=1; locals=puVar5; transition=pointer:/ushort -> /uint	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004F96A0	CPanelTy::PlayBrief	local_lifetime	local_8/mg0	darray_pointer(pointer:/SubmarineTitans/Recovered/DArrayTy) -> unknown	004F97B6:t888 call_return operand=-1 target=006B54F0	ANALYSIS; direct=006B54F0	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, pointer:/SubmarineTitans/Recovered/DArrayTy]	review	1	1
004F96A0	CPanelTy::PlayBrief	local_lifetime	local_8/mg0	darray_pointer(pointer:/SubmarineTitans/Recovered/DArrayTy) -> scalar(/int)	004F992F:t1305 call_argument operand=1 target=00711F70	DEFAULT; direct=00711F70	unattachable High lifetime is represented by the exact address-stable per-use boundary 004F992F:t1305|00711F70|1	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004F96A0	CPanelTy::PlayBrief	local_lifetime	pDVar4/mg0	darray_pointer(pointer:/SubmarineTitans/Recovered/DArrayTy) -> unknown	004F9857:t1391 call_return operand=-1 target=006B54F0	ANALYSIS; direct=006B54F0	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[/int, pointer:/SubmarineTitans/Recovered/DArrayTy]	review	1	1
004F96A0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004F992F:t1305; target=00711F70; operand=1; locals=local_8; transition=pointer:/SubmarineTitans/Recovered/DArrayTy -> /int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004FB060	CPanelTy::GetMessage	local_lifetime	puVar22/mg0	pointer(pointer:/ushort) -> scalar(/uint)	004FD606:t8845 call_argument operand=1 target=006B3640	DEFAULT; direct=006B3640	unattachable High lifetime is represented by the exact address-stable per-use boundary 004FD606:t8845|006B3640|1	pointer-shaped local has only scalar consumers; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004FB060	CPanelTy::GetMessage	local_lifetime	resourceString/mg0	pointer(pointer:/ccFntTy) -> unknown	004FD371:t11121 call_return operand=-1 target=0040326F	USE_SITE_OVERRIDE; direct=0040326F; resolved=00540C40	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/ccFntTy, pointer:/char]	review	1	1
004FB060	CPanelTy::GetMessage	local_lifetime	uVar5/mg8	scalar(/uint) -> scalar(/int)	004FC2DF:t20218 signed_scalar_role operand=-1 target=	INT_SDIV	retain neutral or current storage; require an exact per-use view	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only	review	1	1
004FB060		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004FD606:t8845; target=006B3640; operand=1; locals=puVar22; transition=pointer:/ushort -> /uint	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004FE6C0	CPanelTy::PaintEnergy	local_lifetime	iVar5/mg0	scalar(/int) -> pointer(pointer:/int)	004FE84A:t674 call_argument operand=0 target=006B5110	DEFAULT; direct=006B5110	unattachable High lifetime is represented by the exact address-stable per-use boundary 004FE84A:t674|006B5110|0	separate decompiler merge group; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004FE6C0	CPanelTy::PaintEnergy	local_lifetime	iVar5/mg1	scalar(/int) -> pointer(pointer:/int)	004FE7AC:t369 call_argument operand=0 target=006B5110	DEFAULT; direct=006B5110	unattachable High lifetime is represented by the exact address-stable per-use boundary 004FE7AC:t369|006B5110|0	separate decompiler merge group; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004FE6C0	CPanelTy::PaintEnergy	local_lifetime	local_8/mg0	scalar(/int) -> unknown	004FE759:t177 call_argument operand=0 target=006B5440	ANALYSIS; direct=006B5440	retain neutral or current storage; require an exact per-use view	incompatible exact lifetime types=[pointer:/int, pointer:/ushort]	review	1	1
004FE6C0	CPanelTy::PaintEnergy	local_lifetime	local_8/mg0	scalar(/int) -> pointer(pointer:/ushort)	004FE759:t177 call_argument operand=0 target=006B5440	ANALYSIS; direct=006B5440	unattachable High lifetime is represented by the exact address-stable per-use boundary 004FE759:t177|006B5440|0	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004FE6C0	CPanelTy::PaintEnergy	local_lifetime	local_8/mg0	scalar(/int) -> pointer(pointer:/ushort)	004FE7F4:t482 call_argument operand=0 target=006B5440	ANALYSIS; direct=006B5440	unattachable High lifetime is represented by the exact address-stable per-use boundary 004FE7F4:t482|006B5440|0	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only	neutralized	1	1
004FE6C0	CPanelTy::PaintEnergy	local_lifetime	puVar7/mg0	pointer(pointer:/ushort) -> scalar(/uint)	004FE86D:t409 call_argument operand=1 target=006B3640	DEFAULT; direct=006B3640	unattachable High lifetime is represented by the exact address-stable per-use boundary 004FE86D:t409|006B3640|1	pointer-shaped local has only scalar consumers; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol	neutralized	1	1
004FE6C0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004FE759:t177,004FE7F4:t482; target=006B5440; operand=0; locals=local_8; transition=/int -> pointer:/ushort	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004FE6C0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004FE759:t177,004FE7F4:t482; target=006B5440; operand=0; locals=local_8; transition=/int -> pointer:/ushort	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
004FE6C0		unattachable_call_argument_lifetime	generated per-use lifetime	anchors=004FE7AC:t369,004FE84A:t674; target=006B5110; operand=0; locals=iVar5; transition=/int -> pointer:/int	verified by the matching Ghidra analyzer/export evidence	source audit kind=exact_machine_lifetime_call_view	exact source-only lifetime/view; Program ABI unchanged	Ghidra cannot persist this split without merging unrelated machine lifetimes	neutralized	1	1
